ftrt,ctrt,time,wbio,cbio,pbic,amac,edta,unavp,porg,ptot,caco3,inorgcarbon,sph2,amm,nit,pmn,pmc,rate2,seed2
CNTL ,B,1,1.06,15.57,9.118966053,57.26659931,173.3463035,106.9607381,248.1536965,421.5,5.108468064,0.613016168,8.07,2.717227378,16.73699637,10.53267618,100.1712178,2,7
CNTL ,B,1,2.64,24.08,8.311167916,67.14629993,192.7042802,117.2468124,165.4957198,358.2,5.043711011,0.605245321,8.26,1.92027027,5.526076909,6.434012898,177.9286474,3,8
CNTL ,B,1,1.27,25.18,11.94771967,61.04017103,189.9319066,116.9440159,250.7180934,440.65,3.532713105,0.423925573,7.74,5.553191489,24.60842471,7.064420745,83.38356514,1,10
CNTL ,B,1,3.7,14.25,9.778475256,63.88749191,189.9319066,116.2659394,165.2680934,355.2,4.536447428,0.544373691,8.24,1.371614301,5.755560346,8.02414475,12.57337225,4,5
CNTL ,B,2,3.01,19.73,21.58656673,46.51493288,144.1736029,76.07210329,158.5013971,302.675,,,,2.425742574,19.82146434,25.117338,162.7911923,,
CNTL ,B,2,2.07,14.91,22.74397413,44.93665005,137.828135,70.14751082,230.046865,367.875,,,,2.160421546,13.29433491,10.85315672,90.46713628,,
CNTL ,B,2,2.6,23.63,21.23765432,46.52892562,136.8039041,69.03732416,137.3710959,274.175,,,,3.767784553,9.89468289,46.86786201,181.9532931,,
CNTL ,B,2,0.77,17.43,21.76851852,45.46143251,146.4030916,79.17314057,161.9719084,308.375,,,,3.721995927,19.0914267,9.059063071,61.77952801,,
CNTL ,BO,1,0.58,28.79,12.85107239,70.94977734,197.2762646,113.4754149,154.7237354,352,1.687137091,0.202456451,8.17,1.71741573,7.742751052,6.959328419,258.7837865,1,8
CNTL ,BO,1,1.25,23.2,18.07090879,70.50348014,231.1770428,142.6026539,145.9229572,377.1,1.002870896,0.120344508,8.09,2.380307856,10.9801921,14.59592183,54.62237117,1,10
CNTL ,BO,1,4.91,31.34,14.75291288,65.5500716,249.7568093,169.4538248,141.8431907,391.6,5.842381333,0.70108576,8.14,2.552150538,4.09962562,18.1116319,34.33490499,3,8
CNTL ,BO,1,1.5,20.12,16.23854643,69.09734191,236.1867704,150.8508821,221.9132296,458.1,2.032508041,0.243900965,8.05,6.819444444,17.77263333,11.33929084,222.1079315,4,6
CNTL ,BO,2,3.44,16.89,22.54766527,49.04247756,150.8001387,79.20999587,186.3248613,337.125,,,,6.144752018,40.08908421,6.778882385,90.37884369,,
CNTL ,BO,2,3.83,24.7,19.2434538,47.95249045,151.2050672,84.00912295,195.6699328,346.875,,,,3.803370787,17.01461587,13.70669614,140.5712799,,
CNTL ,BO,2,1.45,16.41,20.62654321,53.14738292,162.0666789,88.29275277,202.3583211,364.425,,,,8.752688172,19.25551598,7.956981017,56.09170489,,
CNTL ,BO,2,1.03,14.41,19.46296296,50.66115702,157.3218696,87.19774962,186.1031304,343.425,,,,4.282024793,49.68469986,10.21435738,115.2473448,,
CNTL ,F,1,2.71,52.51,5.003424131,74.1279945,194.2120623,115.0806437,221.0879377,415.3,5.032918169,0.60395018,8,3.455088266,6.260822136,27.13882127,55.20198273,1,8
CNTL ,F,1,2.96,38.61,9.908816178,73.92595925,161.6731518,77.83837637,217.7268482,379.4,5.140846591,0.616901591,8.09,3.01146789,9.518335917,10.36103967,71.88834069,2,8
CNTL ,F,1,2.9,35.04,22.67985847,67.84205804,193.3365759,102.8146594,217.0634241,410.4,5.216396486,0.625967578,8.04,2.445743405,21.20352737,21.18768781,113.1268752,1,10
CNTL ,F,1,2.7,38.76,10.38685971,.,219.844358,.,167.255642,387.1,2.442636044,0.293116325,8.01,3.203192641,42.60720974,24.91235301,103.8440905,1,10
CNTL ,F,2,1.53,8.45,22.45743728,54.72151871,142.9159426,65.73698661,215.7090574,358.625,,,,3.61381323,15.86224885,25.1130643,231.5887758,,
CNTL ,F,2,0.04,0,44.28155007,57.50825353,168.6360484,66.8462448,222.8889516,391.525,,,,3.352999017,27.34728916,42.70713869,106.3175741,,
CNTL ,F,2,2.32,47.58,25.21494709,53.93491189,165.5766944,86.42683542,167.2983056,332.875,,,,2.127378436,40.26807112,8.69394581,97.89336394,,
CNTL ,F,2,2.05,65.2,21.11335125,47.54287745,154.0633861,85.4071574,177.5116139,331.575,,,,0.843406593,49.71615387,4.345703125,92.41202406,,
CNTL ,FLW,1,0.71,0,1.317330061,35.53535851,208.9494163,172.0967277,183.7505837,392.7,.,.,8.27,1.608671171,8.423769166,0.619546195,48.52655686,2,7
CNTL ,FLW,1,0.87,0,-3.303481352,87.40947909,221.692607,137.5866093,155.407393,377.1,5.270360697,0.632443284,8.05,2.79443128,19.65382206,2.769018856,159.8459021,4,5
CNTL ,FLW,1,1.61,0,18.98604172,43.22540265,279.5233463,217.3119019,135.6766537,415.2,5.43225333,0.6518704,8.26,7.853938731,39.41499287,1.283094163,59.91155004,4,5
CNTL ,FLW,1,0.19,0,14.31629662,29.86728828,161.3326848,117.1490999,180.9173152,342.25,4.622790166,0.55473482,8.29,4.928854875,5.422291615,0.253549459,52.4388218,4,5
CNTL ,FLW,2,1.44,0,24.20679012,50.18595041,174.6432818,100.2505413,147.8817182,322.525,,,,1.28458498,4.673245792,5.519857518,120.363231,,
CNTL ,FLW,2,0.47,0,25.28703704,50.81955923,121.8215494,45.71495313,255.6034506,377.425,,,,2.025723473,7.067640385,17.76847631,76.11310198,,
CNTL ,FLW,2,0.5,0,25.15740741,51.3292011,136.0607412,59.57413269,213.7142588,349.775,,,,2.135947047,6.51522124,11.74476934,70.64143739,,
CNTL ,FLW,2,0.98,0,22.85493827,50.75068871,132.0451843,58.43955732,172.0298157,304.075,,,,4.304919908,31.89920517,20.51496696,83.28111236,,
CNTL ,FO,1,2.84,17.93,11.48092924,52.6172614,302.3346304,238.2364398,95.61536965,397.95,2.237572042,0.268508645,8,6.372162485,48.75674442,124.7268685,182.2497532,4,5
CNTL ,FO,1,3.81,37.76,15.0494364,48.03168024,299.5622568,236.4811402,117.4377432,417,2.744835625,0.329380275,8.01,2.186392405,22.57660759,11.09637201,64.62095675,4,8
CNTL ,FO,1,3.81,20.72,9.381338657,47.86455584,289.2023346,231.9564401,147.3476654,436.55,4.590411639,0.550849397,8.16,2.849452555,4.017713338,12.66384936,243.0889069,2,10
CNTL ,FO,1,4.83,44.39,5.713755855,53.15530423,283.07393,224.2048699,117.97607,401.05,0.629438556,0.075532627,8.15,7.866467066,4.553757311,14.50690117,154.8355003,1,10
CNTL ,FO,2,1.26,39.04,22.6643641,53.34049368,190.1925364,114.1876786,166.2824636,356.475,,,,4.283590963,140.1567963,14.84831732,73.64745077,,
CNTL ,FO,2,2.02,13.19,27.26949833,54.76163147,197.495541,115.4644112,129.629459,327.125,,,,2.04825462,14.88600421,12.63057429,90.57351966,,
CNTL ,FO,2,3.7,54.28,21.32017931,49.93796187,195.8520077,124.5938665,147.4729923,343.325,,,,2.971698113,50.63858582,8.713376453,134.8861288,,
CNTL ,FO,2,3.52,60.53,21.86213992,50.67586033,164.2687277,91.73072745,167.8562723,332.125,,,,4.155480984,43.86702974,12.83032185,81.01021619,,
CNTL ,O,1,0.69,16.79,11.01569407,70.85169004,156.1770428,74.30965869,179.6729572,335.85,1.384937509,0.166192501,8.21,3.559871495,17.03914464,5.396137004,100.9607929,3,3
CNTL ,O,1,3.28,17.92,10.05966135,72.86247965,283.7548638,200.8327228,93.19513619,376.95,5.637317331,0.67647808,8.41,9.944507361,11.83945175,5.578115067,69.5848477,4,3
CNTL ,O,1,2.91,29.05,11.52198034,70.90396344,317.8015564,235.3756126,54.04844358,371.85,3.770155633,0.452418676,8.16,.,.,6.597660235,70.59180478,2,5
CNTL ,O,1,1.55,15.18,8.848789236,65.4725881,300.4863813,226.165004,195.1636187,495.65,3.424784683,0.410974162,8.16,2.546052632,38.82853419,21.51165471,140.7344898,2,6
CNTL ,O,2,0.49,11.04,21.2436312,48.45533255,157.3127229,87.61375915,142.6622771,299.975,,,,2.543950362,6.370653525,19.91200354,44.3885925,,
CNTL ,O,2,0.81,0,23.30430629,53.88708514,165.7550535,88.56366207,200.7699465,366.525,,,,1.422222222,11.50164925,24.01258444,81.87410048,,
CNTL ,O,2,2.8,1.63,22.90546595,54.15222607,196.9381688,119.8804768,196.7368312,393.675,,,,2.64541387,8.789107863,9.282128198,102.9474571,,
CNTL ,O,2,2.57,0.5,24.61046396,51.73620368,145.6599287,69.31326106,225.2650713,370.925,,,,1.967020024,15.14687268,7.507413538,94.06034415,,
